status,video_id,video_path,pose_file,stroke_type,player_id,extracted_frames
success,01_set2_rally26_ball05_Clear,data/clips/Clear/01_set2_rally26_ball05_Clear.mp4,processed/poses/01_set2_rally26_ball05_Clear_pose.pkl,clear,01,75
success,15_set2_rally20_ball17_Clear,data/clips/Clear/15_set2_rally20_ball17_Clear.mp4,processed/poses/15_set2_rally20_ball17_Clear_pose.pkl,clear,15,140
success,08_set2_rally29_ball10_Clear,data/clips/Clear/08_set2_rally29_ball10_Clear.mp4,processed/poses/08_set2_rally29_ball10_Clear_pose.pkl,clear,08,92
success,01_set2_rally33_ball09_Clear,data/clips/Clear/01_set2_rally33_ball09_Clear.mp4,processed/poses/01_set2_rally33_ball09_Clear_pose.pkl,clear,01,143
success,02_set2_rally09_ball07_Clear,data/clips/Clear/02_set2_rally09_ball07_Clear.mp4,processed/poses/02_set2_rally09_ball07_Clear_pose.pkl,clear,02,146
success,01_set2_rally28_ball23_Clear,data/clips/Clear/01_set2_rally28_ball23_Clear.mp4,processed/poses/01_set2_rally28_ball23_Clear_pose.pkl,clear,01,105
success,01_set1_rally12_ball21_Clear,data/clips/Clear/01_set1_rally12_ball21_Clear.mp4,processed/poses/01_set1_rally12_ball21_Clear_pose.pkl,clear,01,141
success,10_set1_rally29_ball07_Clear,data/clips/Clear/10_set1_rally29_ball07_Clear.mp4,processed/poses/10_set1_rally29_ball07_Clear_pose.pkl,clear,10,138
success,29_set2_rally26_ball15_Clear,data/clips/Clear/29_set2_rally26_ball15_Clear.mp4,processed/poses/29_set2_rally26_ball15_Clear_pose.pkl,clear,29,64
success,06_set1_rally05_ball11_Clear,data/clips/Clear/06_set1_rally05_ball11_Clear.mp4,processed/poses/06_set1_rally05_ball11_Clear_pose.pkl,clear,06,158
success,01_set1_rally24_ball17_Clear,data/clips/Clear/01_set1_rally24_ball17_Clear.mp4,processed/poses/01_set1_rally24_ball17_Clear_pose.pkl,clear,01,100
success,35_set2_rally25_ball06_Clear,data/clips/Clear/35_set2_rally25_ball06_Clear.mp4,processed/poses/35_set2_rally25_ball06_Clear_pose.pkl,clear,35,208
success,22_set2_rally03_ball04_Clear,data/clips/Clear/22_set2_rally03_ball04_Clear.mp4,processed/poses/22_set2_rally03_ball04_Clear_pose.pkl,clear,22,6
success,01_set3_rally17_ball10_Clear,data/clips/Clear/01_set3_rally17_ball10_Clear.mp4,processed/poses/01_set3_rally17_ball10_Clear_pose.pkl,clear,01,77
success,01_set3_rally31_ball15_Clear,data/clips/Clear/01_set3_rally31_ball15_Clear.mp4,processed/poses/01_set3_rally31_ball15_Clear_pose.pkl,clear,01,148
success,36_set1_rally27_ball05_Clear,data/clips/Clear/36_set1_rally27_ball05_Clear.mp4,processed/poses/36_set1_rally27_ball05_Clear_pose.pkl,clear,36,13
success,19_set2_rally14_ball26_Clear,data/clips/Clear/19_set2_rally14_ball26_Clear.mp4,processed/poses/19_set2_rally14_ball26_Clear_pose.pkl,clear,19,69
success,05_set1_rally34_ball06_Clear,data/clips/Clear/05_set1_rally34_ball06_Clear.mp4,processed/poses/05_set1_rally34_ball06_Clear_pose.pkl,clear,05,98
success,24_set3_rally21_ball07_Clear,data/clips/Clear/24_set3_rally21_ball07_Clear.mp4,processed/poses/24_set3_rally21_ball07_Clear_pose.pkl,clear,24,16
success,32_set1_rally26_ball13_Clear,data/clips/Clear/32_set1_rally26_ball13_Clear.mp4,processed/poses/32_set1_rally26_ball13_Clear_pose.pkl,clear,32,10
success,01_set2_rally29_ball03_Clear,data/clips/Clear/01_set2_rally29_ball03_Clear.mp4,processed/poses/01_set2_rally29_ball03_Clear_pose.pkl,clear,01,79
success,01_set3_rally29_ball04_Clear,data/clips/Clear/01_set3_rally29_ball04_Clear.mp4,processed/poses/01_set3_rally29_ball04_Clear_pose.pkl,clear,01,51
success,05_set2_rally30_ball10_Clear,data/clips/Clear/05_set2_rally30_ball10_Clear.mp4,processed/poses/05_set2_rally30_ball10_Clear_pose.pkl,clear,05,68
success,05_set1_rally34_ball12_Clear,data/clips/Clear/05_set1_rally34_ball12_Clear.mp4,processed/poses/05_set1_rally34_ball12_Clear_pose.pkl,clear,05,168
success,05_set1_rally03_ball10_Clear,data/clips/Clear/05_set1_rally03_ball10_Clear.mp4,processed/poses/05_set1_rally03_ball10_Clear_pose.pkl,clear,05,165
success,13_set1_rally26_ball04_Clear,data/clips/Clear/13_set1_rally26_ball04_Clear.mp4,processed/poses/13_set1_rally26_ball04_Clear_pose.pkl,clear,13,44
success,32_set1_rally22_ball18_Clear,data/clips/Clear/32_set1_rally22_ball18_Clear.mp4,processed/poses/32_set1_rally22_ball18_Clear_pose.pkl,clear,32,68
success,13_set1_rally09_ball03_Clear,data/clips/Clear/13_set1_rally09_ball03_Clear.mp4,processed/poses/13_set1_rally09_ball03_Clear_pose.pkl,clear,13,42
success,21_set1_rally19_ball02_Clear,data/clips/Clear/21_set1_rally19_ball02_Clear.mp4,processed/poses/21_set1_rally19_ball02_Clear_pose.pkl,clear,21,14
success,01_set1_rally24_ball03_Clear,data/clips/Clear/01_set1_rally24_ball03_Clear.mp4,processed/poses/01_set1_rally24_ball03_Clear_pose.pkl,clear,01,125
success,08_set2_rally09_ball11_Clear,data/clips/Clear/08_set2_rally09_ball11_Clear.mp4,processed/poses/08_set2_rally09_ball11_Clear_pose.pkl,clear,08,165
success,01_set2_rally28_ball37_Clear,data/clips/Clear/01_set2_rally28_ball37_Clear.mp4,processed/poses/01_set2_rally28_ball37_Clear_pose.pkl,clear,01,86
success,22_set1_rally17_ball21_Clear,data/clips/Clear/22_set1_rally17_ball21_Clear.mp4,processed/poses/22_set1_rally17_ball21_Clear_pose.pkl,clear,22,37
success,35_set1_rally26_ball34_Clear,data/clips/Clear/35_set1_rally26_ball34_Clear.mp4,processed/poses/35_set1_rally26_ball34_Clear_pose.pkl,clear,35,6
success,02_set1_rally33_ball11_Clear,data/clips/Clear/02_set1_rally33_ball11_Clear.mp4,processed/poses/02_set1_rally33_ball11_Clear_pose.pkl,clear,02,79
success,01_set2_rally09_ball16_Clear,data/clips/Clear/01_set2_rally09_ball16_Clear.mp4,processed/poses/01_set2_rally09_ball16_Clear_pose.pkl,clear,01,75
success,36_set1_rally21_ball15_Clear,data/clips/Clear/36_set1_rally21_ball15_Clear.mp4,processed/poses/36_set1_rally21_ball15_Clear_pose.pkl,clear,36,2
success,20_set1_rally09_ball08_Clear,data/clips/Clear/20_set1_rally09_ball08_Clear.mp4,processed/poses/20_set1_rally09_ball08_Clear_pose.pkl,clear,20,123
success,22_set1_rally01_ball02_Clear,data/clips/Clear/22_set1_rally01_ball02_Clear.mp4,processed/poses/22_set1_rally01_ball02_Clear_pose.pkl,clear,22,35
success,25_set1_rally31_ball03_Clear,data/clips/Clear/25_set1_rally31_ball03_Clear.mp4,processed/poses/25_set1_rally31_ball03_Clear_pose.pkl,clear,25,6
success,23_set1_rally02_ball14_Clear,data/clips/Clear/23_set1_rally02_ball14_Clear.mp4,processed/poses/23_set1_rally02_ball14_Clear_pose.pkl,clear,23,2
success,36_set1_rally34_ball19_Clear,data/clips/Clear/36_set1_rally34_ball19_Clear.mp4,processed/poses/36_set1_rally34_ball19_Clear_pose.pkl,clear,36,211
success,21_set1_rally30_ball15_Clear,data/clips/Clear/21_set1_rally30_ball15_Clear.mp4,processed/poses/21_set1_rally30_ball15_Clear_pose.pkl,clear,21,11
success,06_set2_rally21_ball12_Clear,data/clips/Clear/06_set2_rally21_ball12_Clear.mp4,processed/poses/06_set2_rally21_ball12_Clear_pose.pkl,clear,06,64
success,06_set1_rally25_ball10_Clear,data/clips/Clear/06_set1_rally25_ball10_Clear.mp4,processed/poses/06_set1_rally25_ball10_Clear_pose.pkl,clear,06,102
success,04_set2_rally29_ball18_Clear,data/clips/Clear/04_set2_rally29_ball18_Clear.mp4,processed/poses/04_set2_rally29_ball18_Clear_pose.pkl,clear,04,73
success,30_set3_rally04_ball03_Clear,data/clips/Clear/30_set3_rally04_ball03_Clear.mp4,processed/poses/30_set3_rally04_ball03_Clear_pose.pkl,clear,30,71
success,26_set2_rally21_ball10_Clear,data/clips/Clear/26_set2_rally21_ball10_Clear.mp4,processed/poses/26_set2_rally21_ball10_Clear_pose.pkl,clear,26,41
success,30_set2_rally15_ball03_Clear,data/clips/Clear/30_set2_rally15_ball03_Clear.mp4,processed/poses/30_set2_rally15_ball03_Clear_pose.pkl,clear,30,116
success,01_set1_rally16_ball12_Clear,data/clips/Clear/01_set1_rally16_ball12_Clear.mp4,processed/poses/01_set1_rally16_ball12_Clear_pose.pkl,clear,01,121
success,15_set1_rally01_ball07_Clear,data/clips/Clear/15_set1_rally01_ball07_Clear.mp4,processed/poses/15_set1_rally01_ball07_Clear_pose.pkl,clear,15,100
success,01_set1_rally30_ball17_Clear,data/clips/Clear/01_set1_rally30_ball17_Clear.mp4,processed/poses/01_set1_rally30_ball17_Clear_pose.pkl,clear,01,160
success,06_set3_rally33_ball11_Clear,data/clips/Clear/06_set3_rally33_ball11_Clear.mp4,processed/poses/06_set3_rally33_ball11_Clear_pose.pkl,clear,06,72
success,38_set1_rally23_ball02_Clear,data/clips/Clear/38_set1_rally23_ball02_Clear.mp4,processed/poses/38_set1_rally23_ball02_Clear_pose.pkl,clear,38,8
success,01_set3_rally26_ball40_Clear,data/clips/Clear/01_set3_rally26_ball40_Clear.mp4,processed/poses/01_set3_rally26_ball40_Clear_pose.pkl,clear,01,138
success,07_set1_rally13_ball33_Clear,data/clips/Clear/07_set1_rally13_ball33_Clear.mp4,processed/poses/07_set1_rally13_ball33_Clear_pose.pkl,clear,07,145
success,31_set2_rally07_ball12_Clear,data/clips/Clear/31_set2_rally07_ball12_Clear.mp4,processed/poses/31_set2_rally07_ball12_Clear_pose.pkl,clear,31,33
success,19_set2_rally10_ball15_Clear,data/clips/Clear/19_set2_rally10_ball15_Clear.mp4,processed/poses/19_set2_rally10_ball15_Clear_pose.pkl,clear,19,58
success,29_set1_rally30_ball07_Clear,data/clips/Clear/29_set1_rally30_ball07_Clear.mp4,processed/poses/29_set1_rally30_ball07_Clear_pose.pkl,clear,29,87
success,26_set1_rally23_ball02_Clear,data/clips/Clear/26_set1_rally23_ball02_Clear.mp4,processed/poses/26_set1_rally23_ball02_Clear_pose.pkl,clear,26,71
success,01_set1_rally36_ball07_Clear,data/clips/Clear/01_set1_rally36_ball07_Clear.mp4,processed/poses/01_set1_rally36_ball07_Clear_pose.pkl,clear,01,160
success,01_set1_rally14_ball09_Clear,data/clips/Clear/01_set1_rally14_ball09_Clear.mp4,processed/poses/01_set1_rally14_ball09_Clear_pose.pkl,clear,01,112
success,07_set1_rally36_ball19_Clear,data/clips/Clear/07_set1_rally36_ball19_Clear.mp4,processed/poses/07_set1_rally36_ball19_Clear_pose.pkl,clear,07,184
success,01_set2_rally19_ball09_Clear,data/clips/Clear/01_set2_rally19_ball09_Clear.mp4,processed/poses/01_set2_rally19_ball09_Clear_pose.pkl,clear,01,98
success,29_set1_rally12_ball09_Clear,data/clips/Clear/29_set1_rally12_ball09_Clear.mp4,processed/poses/29_set1_rally12_ball09_Clear_pose.pkl,clear,29,116
success,32_set2_rally21_ball12_Clear,data/clips/Clear/32_set2_rally21_ball12_Clear.mp4,processed/poses/32_set2_rally21_ball12_Clear_pose.pkl,clear,32,120
success,01_set3_rally08_ball09_Clear,data/clips/Clear/01_set3_rally08_ball09_Clear.mp4,processed/poses/01_set3_rally08_ball09_Clear_pose.pkl,clear,01,82
success,32_set1_rally16_ball19_Clear,data/clips/Clear/32_set1_rally16_ball19_Clear.mp4,processed/poses/32_set1_rally16_ball19_Clear_pose.pkl,clear,32,73
success,29_set1_rally28_ball02_Clear,data/clips/Clear/29_set1_rally28_ball02_Clear.mp4,processed/poses/29_set1_rally28_ball02_Clear_pose.pkl,clear,29,78
success,22_set2_rally26_ball16_Clear,data/clips/Clear/22_set2_rally26_ball16_Clear.mp4,processed/poses/22_set2_rally26_ball16_Clear_pose.pkl,clear,22,111
success,28_set2_rally09_ball13_Clear,data/clips/Clear/28_set2_rally09_ball13_Clear.mp4,processed/poses/28_set2_rally09_ball13_Clear_pose.pkl,clear,28,9
success,13_set1_rally26_ball52_Clear,data/clips/Clear/13_set1_rally26_ball52_Clear.mp4,processed/poses/13_set1_rally26_ball52_Clear_pose.pkl,clear,13,108
success,07_set1_rally11_ball28_Clear,data/clips/Clear/07_set1_rally11_ball28_Clear.mp4,processed/poses/07_set1_rally11_ball28_Clear_pose.pkl,clear,07,139
success,09_set2_rally18_ball03_Clear,data/clips/Clear/09_set2_rally18_ball03_Clear.mp4,processed/poses/09_set2_rally18_ball03_Clear_pose.pkl,clear,09,162
success,01_set1_rally11_ball36_Clear,data/clips/Clear/01_set1_rally11_ball36_Clear.mp4,processed/poses/01_set1_rally11_ball36_Clear_pose.pkl,clear,01,173
success,14_set3_rally09_ball12_Clear,data/clips/Clear/14_set3_rally09_ball12_Clear.mp4,processed/poses/14_set3_rally09_ball12_Clear_pose.pkl,clear,14,36
success,35_set2_rally18_ball05_Clear,data/clips/Clear/35_set2_rally18_ball05_Clear.mp4,processed/poses/35_set2_rally18_ball05_Clear_pose.pkl,clear,35,134
success,40_set1_rally26_ball02_Clear,data/clips/Clear/40_set1_rally26_ball02_Clear.mp4,processed/poses/40_set1_rally26_ball02_Clear_pose.pkl,clear,40,38
success,16_set2_rally05_ball14_Clear,data/clips/Clear/16_set2_rally05_ball14_Clear.mp4,processed/poses/16_set2_rally05_ball14_Clear_pose.pkl,clear,16,16
success,19_set2_rally06_ball22_Clear,data/clips/Clear/19_set2_rally06_ball22_Clear.mp4,processed/poses/19_set2_rally06_ball22_Clear_pose.pkl,clear,19,48
success,10_set2_rally36_ball03_Clear,data/clips/Clear/10_set2_rally36_ball03_Clear.mp4,processed/poses/10_set2_rally36_ball03_Clear_pose.pkl,clear,10,87
success,10_set2_rally10_ball06_Clear,data/clips/Clear/10_set2_rally10_ball06_Clear.mp4,processed/poses/10_set2_rally10_ball06_Clear_pose.pkl,clear,10,139
success,10_set1_rally01_ball08_Clear,data/clips/Clear/10_set1_rally01_ball08_Clear.mp4,processed/poses/10_set1_rally01_ball08_Clear_pose.pkl,clear,10,9
success,39_set2_rally33_ball15_Clear,data/clips/Clear/39_set2_rally33_ball15_Clear.mp4,processed/poses/39_set2_rally33_ball15_Clear_pose.pkl,clear,39,3
success,31_set2_rally07_ball06_Clear,data/clips/Clear/31_set2_rally07_ball06_Clear.mp4,processed/poses/31_set2_rally07_ball06_Clear_pose.pkl,clear,31,18
success,32_set3_rally16_ball03_Clear,data/clips/Clear/32_set3_rally16_ball03_Clear.mp4,processed/poses/32_set3_rally16_ball03_Clear_pose.pkl,clear,32,5
success,15_set3_rally21_ball08_Clear,data/clips/Clear/15_set3_rally21_ball08_Clear.mp4,processed/poses/15_set3_rally21_ball08_Clear_pose.pkl,clear,15,80
success,15_set2_rally25_ball04_Clear,data/clips/Clear/15_set2_rally25_ball04_Clear.mp4,processed/poses/15_set2_rally25_ball04_Clear_pose.pkl,clear,15,96
success,01_set1_rally27_ball14_Clear,data/clips/Clear/01_set1_rally27_ball14_Clear.mp4,processed/poses/01_set1_rally27_ball14_Clear_pose.pkl,clear,01,93
success,04_set1_rally08_ball08_Clear,data/clips/Clear/04_set1_rally08_ball08_Clear.mp4,processed/poses/04_set1_rally08_ball08_Clear_pose.pkl,clear,04,43
success,23_set2_rally08_ball08_Clear,data/clips/Clear/23_set2_rally08_ball08_Clear.mp4,processed/poses/23_set2_rally08_ball08_Clear_pose.pkl,clear,23,7
success,31_set2_rally30_ball04_Clear,data/clips/Clear/31_set2_rally30_ball04_Clear.mp4,processed/poses/31_set2_rally30_ball04_Clear_pose.pkl,clear,31,2
success,01_set3_rally10_ball18_Clear,data/clips/Clear/01_set3_rally10_ball18_Clear.mp4,processed/poses/01_set3_rally10_ball18_Clear_pose.pkl,clear,01,126
success,02_set1_rally01_ball14_Clear,data/clips/Clear/02_set1_rally01_ball14_Clear.mp4,processed/poses/02_set1_rally01_ball14_Clear_pose.pkl,clear,02,82
success,13_set1_rally32_ball04_Clear,data/clips/Clear/13_set1_rally32_ball04_Clear.mp4,processed/poses/13_set1_rally32_ball04_Clear_pose.pkl,clear,13,19
success,08_set1_rally11_ball25_Clear,data/clips/Clear/08_set1_rally11_ball25_Clear.mp4,processed/poses/08_set1_rally11_ball25_Clear_pose.pkl,clear,08,81
success,06_set1_rally18_ball07_Clear,data/clips/Clear/06_set1_rally18_ball07_Clear.mp4,processed/poses/06_set1_rally18_ball07_Clear_pose.pkl,clear,06,120
success,07_set1_rally03_ball14_Clear,data/clips/Clear/07_set1_rally03_ball14_Clear.mp4,processed/poses/07_set1_rally03_ball14_Clear_pose.pkl,clear,07,143
success,08_set1_rally01_ball16_Clear,data/clips/Clear/08_set1_rally01_ball16_Clear.mp4,processed/poses/08_set1_rally01_ball16_Clear_pose.pkl,clear,08,157
success,07_set2_rally07_ball16_Clear,data/clips/Clear/07_set2_rally07_ball16_Clear.mp4,processed/poses/07_set2_rally07_ball16_Clear_pose.pkl,clear,07,130
success,05_set1_rally20_ball12_Clear,data/clips/Clear/05_set1_rally20_ball12_Clear.mp4,processed/poses/05_set1_rally20_ball12_Clear_pose.pkl,clear,05,132
success,11_set1_rally11_ball02_Clear,data/clips/Clear/11_set1_rally11_ball02_Clear.mp4,processed/poses/11_set1_rally11_ball02_Clear_pose.pkl,clear,11,114
success,05_set3_rally06_ball19_Clear,data/clips/Clear/05_set3_rally06_ball19_Clear.mp4,processed/poses/05_set3_rally06_ball19_Clear_pose.pkl,clear,05,137
success,37_set1_rally08_ball22_Clear,data/clips/Clear/37_set1_rally08_ball22_Clear.mp4,processed/poses/37_set1_rally08_ball22_Clear_pose.pkl,clear,37,1
success,01_set1_rally15_ball08_Clear,data/clips/Clear/01_set1_rally15_ball08_Clear.mp4,processed/poses/01_set1_rally15_ball08_Clear_pose.pkl,clear,01,140
success,07_set2_rally09_ball11_Clear,data/clips/Clear/07_set2_rally09_ball11_Clear.mp4,processed/poses/07_set2_rally09_ball11_Clear_pose.pkl,clear,07,154
success,01_set3_rally22_ball04_Clear,data/clips/Clear/01_set3_rally22_ball04_Clear.mp4,processed/poses/01_set3_rally22_ball04_Clear_pose.pkl,clear,01,143
