clip_name,stroke_type,status
01_set1_rally14_ball9_Clear.mp4,Clear,already_exists
01_set1_rally14_ball13_Clear.mp4,Clear,already_exists
01_set1_rally15_ball3_Clear.mp4,Clear,already_exists
01_set1_rally15_ball4_Clear.mp4,Clear,already_exists
01_set1_rally15_ball8_Clear.mp4,Clear,already_exists
01_set1_rally15_ball14_Smash.mp4,Smash,already_exists
01_set1_rally15_ball18_Smash.mp4,Smash,already_exists
01_set1_rally16_ball8_Clear.mp4,Clear,already_exists
01_set1_rally16_ball12_Clear.mp4,Clear,already_exists
01_set1_rally16_ball13_Clear.mp4,Clear,already_exists
01_set1_rally16_ball14_Clear.mp4,Clear,already_exists
01_set1_rally16_ball17_Clear.mp4,Clear,already_exists
01_set1_rally16_ball22_Smash.mp4,Smash,already_exists
01_set1_rally16_ball28_Smash.mp4,Smash,already_exists
01_set1_rally16_ball32_Clear.mp4,Clear,already_exists
01_set1_rally17_ball3_Clear.mp4,Clear,already_exists
01_set1_rally17_ball8_Clear.mp4,Clear,already_exists
01_set1_rally17_ball15_Smash.mp4,Smash,already_exists
01_set1_rally18_ball3_Clear.mp4,Clear,already_exists
01_set1_rally18_ball8_Smash.mp4,Smash,already_exists
01_set1_rally18_ball11_Clear.mp4,Clear,already_exists
01_set1_rally18_ball12_Clear.mp4,Clear,already_exists
01_set1_rally18_ball13_Clear.mp4,Clear,already_exists
01_set1_rally18_ball17_Clear.mp4,Clear,already_exists
01_set1_rally19_ball2_Smash.mp4,Smash,already_exists
01_set1_rally19_ball4_Clear.mp4,Clear,already_exists
01_set1_rally19_ball5_Clear.mp4,Clear,already_exists
01_set1_rally19_ball6_Clear.mp4,Clear,already_exists
01_set1_rally19_ball7_Clear.mp4,Clear,already_exists
01_set1_rally20_ball2_Clear.mp4,Clear,already_exists
01_set1_rally20_ball3_Smash.mp4,Smash,already_exists
01_set1_rally21_ball5_Smash.mp4,Smash,already_exists
01_set1_rally22_ball10_Clear.mp4,Clear,already_exists
01_set1_rally22_ball11_Smash.mp4,Smash,already_exists
01_set1_rally23_ball4_Clear.mp4,Clear,already_exists
01_set1_rally24_ball3_Clear.mp4,Clear,already_exists
01_set1_rally24_ball4_Smash.mp4,Smash,already_exists
01_set1_rally24_ball7_Clear.mp4,Clear,already_exists
01_set1_rally24_ball8_Smash.mp4,Smash,already_exists
01_set1_rally24_ball11_Clear.mp4,Clear,already_exists
01_set1_rally24_ball12_Clear.mp4,Clear,already_exists
01_set1_rally24_ball13_Clear.mp4,Clear,already_exists
01_set1_rally24_ball14_Clear.mp4,Clear,already_exists
01_set1_rally24_ball17_Clear.mp4,Clear,already_exists
01_set1_rally25_ball11_Smash.mp4,Smash,already_exists
01_set1_rally25_ball16_Smash.mp4,Smash,already_exists
01_set1_rally27_ball5_Smash.mp4,Smash,already_exists
01_set1_rally27_ball7_Smash.mp4,Smash,already_exists
01_set1_rally27_ball10_Clear.mp4,Clear,already_exists
01_set1_rally27_ball14_Clear.mp4,Clear,already_exists
01_set1_rally27_ball15_Clear.mp4,Clear,already_exists
01_set1_rally27_ball16_Clear.mp4,Clear,already_exists
01_set1_rally27_ball21_Clear.mp4,Clear,already_exists
01_set1_rally27_ball22_Smash.mp4,Smash,already_exists
01_set1_rally27_ball30_Clear.mp4,Clear,already_exists
01_set1_rally27_ball34_Clear.mp4,Clear,already_exists
01_set1_rally27_ball35_Clear.mp4,Clear,already_exists
01_set1_rally27_ball36_Clear.mp4,Clear,already_exists
01_set1_rally28_ball5_Smash.mp4,Smash,already_exists
01_set1_rally29_ball15_Clear.mp4,Clear,already_exists
01_set1_rally30_ball17_Clear.mp4,Clear,already_exists
01_set1_rally30_ball18_Clear.mp4,Clear,already_exists
01_set1_rally30_ball22_Clear.mp4,Clear,already_exists
01_set1_rally31_ball2_Smash.mp4,Smash,already_exists
01_set1_rally32_ball3_Clear.mp4,Clear,already_exists
01_set1_rally32_ball7_Clear.mp4,Clear,already_exists
01_set1_rally32_ball8_Smash.mp4,Smash,already_exists
01_set1_rally33_ball3_Clear.mp4,Clear,already_exists
01_set1_rally33_ball12_Smash.mp4,Smash,already_exists
01_set1_rally34_ball3_Clear.mp4,Clear,already_exists
01_set1_rally34_ball4_Smash.mp4,Smash,already_exists
01_set1_rally35_ball2_Clear.mp4,Clear,already_exists
01_set1_rally36_ball6_Clear.mp4,Clear,already_exists
01_set1_rally36_ball7_Clear.mp4,Clear,already_exists
01_set1_rally36_ball10_Smash.mp4,Smash,already_exists
01_set1_rally36_ball14_Clear.mp4,Clear,already_exists
01_set2_rally1_ball3_Clear.mp4,Clear,already_exists
01_set2_rally1_ball4_Smash.mp4,Smash,already_exists
01_set2_rally2_ball4_Smash.mp4,Smash,already_exists
01_set2_rally5_ball3_Smash.mp4,Smash,already_exists
01_set2_rally7_ball12_Smash.mp4,Smash,already_exists
01_set2_rally7_ball18_Smash.mp4,Smash,already_exists
01_set2_rally9_ball4_Clear.mp4,Clear,already_exists
01_set2_rally9_ball5_Smash.mp4,Smash,already_exists
01_set2_rally9_ball12_Clear.mp4,Clear,already_exists
01_set2_rally9_ball16_Clear.mp4,Clear,already_exists
01_set2_rally9_ball22_Clear.mp4,Clear,already_exists
01_set2_rally9_ball28_Clear.mp4,Clear,already_exists
01_set2_rally9_ball33_Clear.mp4,Clear,already_exists
01_set2_rally9_ball34_Smash.mp4,Smash,already_exists
01_set2_rally10_ball6_Clear.mp4,Clear,already_exists
01_set2_rally10_ball7_Clear.mp4,Clear,already_exists
01_set2_rally10_ball11_Clear.mp4,Clear,already_exists
01_set2_rally10_ball12_Smash.mp4,Smash,already_exists
01_set2_rally11_ball10_Clear.mp4,Clear,already_exists
01_set2_rally11_ball14_Smash.mp4,Smash,already_exists
01_set2_rally12_ball2_Clear.mp4,Clear,already_exists
01_set2_rally12_ball3_Smash.mp4,Smash,already_exists
01_set2_rally13_ball5_Smash.mp4,Smash,already_exists
01_set2_rally14_ball3_Clear.mp4,Clear,already_exists
01_set2_rally15_ball10_Clear.mp4,Clear,already_exists
01_set2_rally16_ball5_Clear.mp4,Clear,already_exists
01_set2_rally16_ball9_Clear.mp4,Clear,already_exists
01_set2_rally16_ball10_Clear.mp4,Clear,already_exists
01_set2_rally16_ball11_Smash.mp4,Smash,already_exists
01_set2_rally19_ball3_Clear.mp4,Clear,already_exists
01_set2_rally19_ball4_Smash.mp4,Smash,already_exists
01_set2_rally19_ball9_Clear.mp4,Clear,already_exists
01_set2_rally19_ball13_Clear.mp4,Clear,already_exists
01_set2_rally19_ball14_Clear.mp4,Clear,already_exists
01_set2_rally19_ball15_Clear.mp4,Clear,already_exists
01_set2_rally19_ball19_Smash.mp4,Smash,already_exists
01_set2_rally21_ball3_Clear.mp4,Clear,already_exists
01_set2_rally21_ball4_Clear.mp4,Clear,already_exists
01_set2_rally23_ball9_Smash.mp4,Smash,already_exists
01_set2_rally24_ball20_Clear.mp4,Clear,already_exists
01_set2_rally24_ball21_Clear.mp4,Clear,already_exists
01_set2_rally24_ball28_Smash.mp4,Smash,already_exists
01_set2_rally24_ball33_Clear.mp4,Clear,already_exists
01_set2_rally24_ball34_Clear.mp4,Clear,already_exists
01_set2_rally24_ball38_Clear.mp4,Clear,already_exists
01_set2_rally24_ball39_Clear.mp4,Clear,already_exists
01_set2_rally25_ball18_Clear.mp4,Clear,already_exists
01_set2_rally25_ball19_Clear.mp4,Clear,already_exists
01_set2_rally25_ball20_Clear.mp4,Clear,already_exists
01_set2_rally25_ball31_Clear.mp4,Clear,already_exists
01_set2_rally26_ball2_Clear.mp4,Clear,already_exists
01_set2_rally26_ball5_Clear.mp4,Clear,already_exists
01_set2_rally26_ball6_Clear.mp4,Clear,already_exists
01_set2_rally27_ball2_Clear.mp4,Clear,already_exists
01_set2_rally27_ball3_Clear.mp4,Clear,already_exists
01_set2_rally27_ball4_Smash.mp4,Smash,already_exists
01_set2_rally27_ball7_Clear.mp4,Clear,already_exists
01_set2_rally28_ball3_Smash.mp4,Smash,already_exists
01_set2_rally28_ball15_Clear.mp4,Clear,already_exists
01_set2_rally28_ball19_Clear.mp4,Clear,already_exists
01_set2_rally28_ball20_Clear.mp4,Clear,already_exists
01_set2_rally28_ball23_Clear.mp4,Clear,already_exists
01_set2_rally28_ball28_Clear.mp4,Clear,already_exists
01_set2_rally28_ball33_Clear.mp4,Clear,already_exists
01_set2_rally28_ball34_Clear.mp4,Clear,already_exists
01_set2_rally28_ball35_Clear.mp4,Clear,already_exists
01_set2_rally28_ball36_Clear.mp4,Clear,already_exists
01_set2_rally28_ball37_Clear.mp4,Clear,already_exists
01_set2_rally29_ball3_Clear.mp4,Clear,already_exists
01_set2_rally29_ball4_Smash.mp4,Smash,already_exists
01_set2_rally30_ball2_Smash.mp4,Smash,already_exists
01_set2_rally30_ball11_Smash.mp4,Smash,already_exists
01_set2_rally30_ball19_Clear.mp4,Clear,already_exists
01_set2_rally30_ball20_Clear.mp4,Clear,already_exists
01_set2_rally30_ball21_Smash.mp4,Smash,already_exists
01_set2_rally31_ball3_Clear.mp4,Clear,already_exists
01_set2_rally31_ball4_Smash.mp4,Smash,already_exists
01_set2_rally32_ball4_Smash.mp4,Smash,already_exists
01_set2_rally33_ball5_Clear.mp4,Clear,already_exists
01_set2_rally33_ball6_Smash.mp4,Smash,already_exists
01_set2_rally33_ball9_Clear.mp4,Clear,already_exists
01_set2_rally33_ball10_Smash.mp4,Smash,already_exists
01_set2_rally33_ball17_Clear.mp4,Clear,already_exists
01_set2_rally33_ball18_Smash.mp4,Smash,already_exists
01_set2_rally34_ball3_Clear.mp4,Clear,already_exists
01_set2_rally34_ball17_Clear.mp4,Clear,already_exists
01_set2_rally34_ball18_Clear.mp4,Clear,already_exists
01_set2_rally34_ball19_Clear.mp4,Clear,already_exists
01_set2_rally34_ball23_Smash.mp4,Smash,already_exists
01_set2_rally34_ball26_Clear.mp4,Clear,already_exists
01_set2_rally35_ball5_Smash.mp4,Smash,already_exists
01_set2_rally36_ball4_Smash.mp4,Smash,already_exists
01_set2_rally36_ball10_Smash.mp4,Smash,already_exists
01_set2_rally36_ball16_Smash.mp4,Smash,already_exists
01_set2_rally36_ball26_Clear.mp4,Clear,already_exists
01_set2_rally36_ball34_Smash.mp4,Smash,already_exists
01_set2_rally37_ball14_Smash.mp4,Smash,already_exists
01_set2_rally38_ball7_Smash.mp4,Smash,already_exists
01_set2_rally38_ball10_Smash.mp4,Smash,already_exists
01_set3_rally2_ball13_Clear.mp4,Clear,already_exists
01_set3_rally2_ball14_Smash.mp4,Smash,already_exists
01_set3_rally3_ball14_Smash.mp4,Smash,already_exists
01_set3_rally4_ball3_Smash.mp4,Smash,already_exists
01_set3_rally4_ball8_Smash.mp4,Smash,already_exists
01_set3_rally4_ball13_Smash.mp4,Smash,already_exists
01_set3_rally5_ball9_Smash.mp4,Smash,already_exists
01_set3_rally6_ball3_Smash.mp4,Smash,already_exists
01_set3_rally6_ball12_Smash.mp4,Smash,already_exists
01_set3_rally6_ball22_Smash.mp4,Smash,already_exists
01_set3_rally6_ball25_Clear.mp4,Clear,already_exists
01_set3_rally6_ball26_Clear.mp4,Clear,already_exists
01_set3_rally6_ball27_Clear.mp4,Clear,already_exists
01_set3_rally6_ball28_Clear.mp4,Clear,already_exists
01_set3_rally6_ball29_Clear.mp4,Clear,already_exists
01_set3_rally7_ball2_Clear.mp4,Clear,already_exists
01_set3_rally7_ball3_Clear.mp4,Clear,already_exists
01_set3_rally7_ball7_Clear.mp4,Clear,already_exists
01_set3_rally7_ball12_Clear.mp4,Clear,already_exists
01_set3_rally7_ball13_Smash.mp4,Smash,already_exists
01_set3_rally8_ball2_Smash.mp4,Smash,already_exists
01_set3_rally8_ball7_Clear.mp4,Clear,already_exists
01_set3_rally8_ball8_Clear.mp4,Clear,already_exists
01_set3_rally8_ball9_Clear.mp4,Clear,already_exists
01_set3_rally8_ball12_Clear.mp4,Clear,already_exists
01_set3_rally8_ball13_Clear.mp4,Clear,already_exists
01_set3_rally9_ball8_Smash.mp4,Smash,already_exists
01_set3_rally9_ball13_Smash.mp4,Smash,already_exists
01_set3_rally10_ball6_Smash.mp4,Smash,already_exists
01_set3_rally10_ball15_Clear.mp4,Clear,already_exists
01_set3_rally10_ball18_Clear.mp4,Clear,already_exists
01_set3_rally10_ball19_Smash.mp4,Smash,already_exists
01_set3_rally11_ball6_Clear.mp4,Clear,already_exists
01_set3_rally11_ball7_Smash.mp4,Smash,already_exists
01_set3_rally11_ball10_Clear.mp4,Clear,already_exists
01_set3_rally12_ball2_Clear.mp4,Clear,already_exists
01_set3_rally13_ball2_Clear.mp4,Clear,already_exists
01_set3_rally13_ball3_Smash.mp4,Smash,already_exists
01_set3_rally14_ball3_Smash.mp4,Smash,already_exists
01_set3_rally14_ball13_Smash.mp4,Smash,already_exists
01_set3_rally15_ball2_Smash.mp4,Smash,already_exists
01_set3_rally16_ball8_Smash.mp4,Smash,already_exists
01_set3_rally17_ball2_Smash.mp4,Smash,already_exists
01_set3_rally17_ball10_Clear.mp4,Clear,already_exists
01_set3_rally19_ball16_Smash.mp4,Smash,already_exists
01_set3_rally20_ball2_Clear.mp4,Clear,already_exists
01_set3_rally20_ball10_Smash.mp4,Smash,already_exists
01_set3_rally20_ball13_Clear.mp4,Clear,already_exists
01_set3_rally21_ball8_Smash.mp4,Smash,already_exists
01_set3_rally21_ball15_Smash.mp4,Smash,already_exists
01_set3_rally22_ball3_Clear.mp4,Clear,already_exists
01_set3_rally22_ball4_Clear.mp4,Clear,already_exists
01_set3_rally22_ball10_Clear.mp4,Clear,already_exists
01_set3_rally22_ball11_Clear.mp4,Clear,already_exists
01_set3_rally22_ball12_Clear.mp4,Clear,already_exists
01_set3_rally22_ball16_Clear.mp4,Clear,already_exists
01_set3_rally23_ball16_Clear.mp4,Clear,already_exists
01_set3_rally23_ball19_Clear.mp4,Clear,already_exists
01_set3_rally23_ball20_Smash.mp4,Smash,already_exists
01_set3_rally24_ball3_Clear.mp4,Clear,already_exists
01_set3_rally25_ball5_Smash.mp4,Smash,already_exists
01_set3_rally25_ball10_Clear.mp4,Clear,already_exists
01_set3_rally25_ball23_Clear.mp4,Clear,already_exists
01_set3_rally26_ball4_Smash.mp4,Smash,already_exists
01_set3_rally26_ball9_Smash.mp4,Smash,already_exists
01_set3_rally26_ball15_Smash.mp4,Smash,already_exists
01_set3_rally26_ball20_Clear.mp4,Clear,already_exists
01_set3_rally26_ball24_Clear.mp4,Clear,already_exists
01_set3_rally26_ball25_Clear.mp4,Clear,already_exists
01_set3_rally26_ball26_Smash.mp4,Smash,already_exists
01_set3_rally26_ball30_Clear.mp4,Clear,already_exists
01_set3_rally26_ball31_Smash.mp4,Smash,already_exists
01_set3_rally26_ball33_Smash.mp4,Smash,already_exists
01_set3_rally26_ball40_Clear.mp4,Clear,already_exists
01_set3_rally26_ball41_Clear.mp4,Clear,already_exists
01_set3_rally28_ball2_Smash.mp4,Smash,already_exists
01_set3_rally29_ball2_Clear.mp4,Clear,already_exists
01_set3_rally29_ball3_Clear.mp4,Clear,already_exists
01_set3_rally29_ball4_Clear.mp4,Clear,already_exists
01_set3_rally29_ball8_Clear.mp4,Clear,already_exists
01_set3_rally29_ball9_Smash.mp4,Smash,already_exists
01_set3_rally30_ball9_Clear.mp4,Clear,already_exists
01_set3_rally30_ball18_Clear.mp4,Clear,already_exists
01_set3_rally30_ball19_Smash.mp4,Smash,already_exists
01_set3_rally31_ball5_Clear.mp4,Clear,already_exists
01_set3_rally31_ball15_Clear.mp4,Clear,already_exists
01_set3_rally31_ball20_Clear.mp4,Clear,already_exists
01_set3_rally31_ball21_Smash.mp4,Smash,already_exists
01_set3_rally31_ball27_Clear.mp4,Clear,already_exists
01_set3_rally31_ball31_Smash.mp4,Smash,already_exists
01_set3_rally32_ball5_Smash.mp4,Smash,already_exists
01_set3_rally35_ball5_Smash.mp4,Smash,already_exists
01_set3_rally35_ball17_Clear.mp4,Clear,already_exists
01_set3_rally35_ball18_Smash.mp4,Smash,already_exists
01_set3_rally37_ball5_Smash.mp4,Smash,already_exists
01_set3_rally38_ball8_Smash.mp4,Smash,already_exists
02_set1_rally1_ball14_Clear.mp4,Clear,already_exists
02_set1_rally1_ball15_Clear.mp4,Clear,already_exists
02_set1_rally1_ball16_Clear.mp4,Clear,already_exists
02_set1_rally1_ball20_Clear.mp4,Clear,already_exists
02_set1_rally2_ball15_Clear.mp4,Clear,already_exists
02_set1_rally3_ball8_Clear.mp4,Clear,already_exists
02_set1_rally6_ball8_Smash.mp4,Smash,already_exists
02_set1_rally7_ball5_Clear.mp4,Clear,already_exists
02_set1_rally7_ball6_Smash.mp4,Smash,already_exists
02_set1_rally8_ball4_Clear.mp4,Clear,already_exists
02_set1_rally8_ball5_Clear.mp4,Clear,already_exists
02_set1_rally8_ball6_Clear.mp4,Clear,already_exists
02_set1_rally8_ball12_Smash.mp4,Smash,already_exists
02_set1_rally9_ball8_Smash.mp4,Smash,already_exists
02_set1_rally10_ball4_Smash.mp4,Smash,already_exists
02_set1_rally10_ball10_Smash.mp4,Smash,already_exists
02_set1_rally11_ball3_Smash.mp4,Smash,already_exists
02_set1_rally11_ball7_Clear.mp4,Clear,already_exists
02_set1_rally11_ball8_Smash.mp4,Smash,already_exists
02_set1_rally12_ball23_Smash.mp4,Smash,already_exists
02_set1_rally12_ball25_Smash.mp4,Smash,already_exists
02_set1_rally12_ball27_Smash.mp4,Smash,already_exists
02_set1_rally13_ball3_Clear.mp4,Clear,already_exists
02_set1_rally15_ball3_Clear.mp4,Clear,already_exists
02_set1_rally15_ball10_Clear.mp4,Clear,already_exists
02_set1_rally16_ball9_Clear.mp4,Clear,already_exists
02_set1_rally16_ball14_Clear.mp4,Clear,already_exists
02_set1_rally16_ball15_Clear.mp4,Clear,already_exists
02_set1_rally16_ball16_Clear.mp4,Clear,already_exists
02_set1_rally16_ball17_Smash.mp4,Smash,already_exists
02_set1_rally17_ball4_Smash.mp4,Smash,already_exists
02_set1_rally17_ball10_Smash.mp4,Smash,already_exists
02_set1_rally18_ball7_Smash.mp4,Smash,already_exists
02_set1_rally18_ball21_Smash.mp4,Smash,already_exists
02_set1_rally18_ball38_Clear.mp4,Clear,already_exists
02_set1_rally18_ball39_Smash.mp4,Smash,already_exists
02_set1_rally19_ball3_Smash.mp4,Smash,already_exists
02_set1_rally23_ball4_Clear.mp4,Clear,already_exists
02_set1_rally25_ball2_Clear.mp4,Clear,already_exists
02_set1_rally25_ball3_Smash.mp4,Smash,already_exists
02_set1_rally27_ball16_Smash.mp4,Smash,already_exists
02_set1_rally27_ball19_Clear.mp4,Clear,already_exists
02_set1_rally27_ball20_Clear.mp4,Clear,already_exists
02_set1_rally28_ball7_Smash.mp4,Smash,already_exists
02_set1_rally28_ball11_Clear.mp4,Clear,already_exists
02_set1_rally28_ball12_Smash.mp4,Smash,already_exists
02_set1_rally28_ball15_Smash.mp4,Smash,already_exists
02_set1_rally29_ball11_Smash.mp4,Smash,already_exists
02_set1_rally30_ball5_Smash.mp4,Smash,already_exists
02_set1_rally33_ball3_Clear.mp4,Clear,already_exists
02_set1_rally33_ball11_Clear.mp4,Clear,already_exists
02_set1_rally33_ball12_Clear.mp4,Clear,already_exists
02_set1_rally33_ball22_Clear.mp4,Clear,already_exists
02_set1_rally33_ball31_Smash.mp4,Smash,already_exists
02_set1_rally34_ball2_Smash.mp4,Smash,already_exists
02_set1_rally36_ball9_Clear.mp4,Clear,already_exists
02_set1_rally36_ball10_Smash.mp4,Smash,already_exists
02_set2_rally1_ball8_Clear.mp4,Clear,already_exists
02_set2_rally2_ball17_Clear.mp4,Clear,already_exists
02_set2_rally2_ball22_Clear.mp4,Clear,already_exists
02_set2_rally2_ball24_Clear.mp4,Clear,already_exists
02_set2_rally2_ball25_Clear.mp4,Clear,already_exists
02_set2_rally2_ball30_Clear.mp4,Clear,already_exists
02_set2_rally2_ball37_Smash.mp4,Smash,already_exists
02_set2_rally4_ball15_Clear.mp4,Clear,already_exists
02_set2_rally4_ball23_Clear.mp4,Clear,already_exists
02_set2_rally9_ball7_Clear.mp4,Clear,already_exists
02_set2_rally9_ball8_Clear.mp4,Clear,already_exists
02_set2_rally9_ball15_Clear.mp4,Clear,already_exists
02_set2_rally9_ball16_Smash.mp4,Smash,already_exists
02_set2_rally9_ball21_Smash.mp4,Smash,already_exists
02_set2_rally12_ball5_Clear.mp4,Clear,already_exists
02_set2_rally13_ball4_Clear.mp4,Clear,already_exists
02_set2_rally13_ball8_Clear.mp4,Clear,already_exists
02_set2_rally15_ball3_Smash.mp4,Smash,already_exists
02_set2_rally15_ball6_Clear.mp4,Clear,already_exists
02_set2_rally15_ball14_Smash.mp4,Smash,already_exists
02_set2_rally18_ball5_Smash.mp4,Smash,already_exists
02_set2_rally20_ball5_Smash.mp4,Smash,already_exists
02_set2_rally21_ball11_Smash.mp4,Smash,already_exists
02_set2_rally23_ball8_Smash.mp4,Smash,already_exists
02_set2_rally26_ball4_Smash.mp4,Smash,already_exists
02_set2_rally26_ball8_Clear.mp4,Clear,already_exists
02_set2_rally26_ball15_Clear.mp4,Clear,already_exists
02_set2_rally26_ball23_Clear.mp4,Clear,already_exists
02_set2_rally26_ball24_Smash.mp4,Smash,already_exists
02_set2_rally27_ball5_Clear.mp4,Clear,already_exists
02_set2_rally30_ball2_Clear.mp4,Clear,already_exists
02_set2_rally30_ball12_Clear.mp4,Clear,already_exists
02_set2_rally31_ball6_Clear.mp4,Clear,already_exists
02_set2_rally34_ball9_Smash.mp4,Smash,already_exists
02_set2_rally35_ball5_Clear.mp4,Clear,already_exists
02_set2_rally35_ball10_Smash.mp4,Smash,already_exists
02_set2_rally37_ball6_Smash.mp4,Smash,already_exists
02_set2_rally37_ball10_Smash.mp4,Smash,already_exists
02_set2_rally37_ball18_Smash.mp4,Smash,already_exists
02_set2_rally37_ball34_Smash.mp4,Smash,already_exists
02_set2_rally38_ball7_Clear.mp4,Clear,already_exists
02_set2_rally38_ball11_Smash.mp4,Smash,already_exists
02_set2_rally40_ball10_Clear.mp4,Clear,already_exists
02_set2_rally40_ball11_Smash.mp4,Smash,already_exists
02_set2_rally40_ball18_Clear.mp4,Clear,already_exists
04_set1_rally1_ball8_Smash.mp4,Smash,already_exists
04_set1_rally4_ball6_Clear.mp4,Clear,already_exists
04_set1_rally5_ball8_Smash.mp4,Smash,already_exists
04_set1_rally6_ball6_Smash.mp4,Smash,already_exists
04_set1_rally7_ball10_Clear.mp4,Clear,already_exists
04_set1_rally7_ball11_Clear.mp4,Clear,already_exists
04_set1_rally7_ball15_Clear.mp4,Clear,already_exists
04_set1_rally7_ball19_Clear.mp4,Clear,already_exists
04_set1_rally7_ball23_Clear.mp4,Clear,already_exists
04_set1_rally7_ball24_Clear.mp4,Clear,already_exists
04_set1_rally7_ball32_Clear.mp4,Clear,already_exists
04_set1_rally8_ball8_Clear.mp4,Clear,already_exists
04_set1_rally9_ball7_Smash.mp4,Smash,already_exists
04_set1_rally10_ball3_Clear.mp4,Clear,already_exists
04_set1_rally10_ball6_Smash.mp4,Smash,already_exists
04_set1_rally11_ball7_Smash.mp4,Smash,already_exists
04_set1_rally11_ball11_Smash.mp4,Smash,already_exists
04_set1_rally12_ball10_Clear.mp4,Clear,already_exists
04_set1_rally14_ball5_Smash.mp4,Smash,already_exists
04_set1_rally15_ball4_Smash.mp4,Smash,already_exists
04_set1_rally16_ball5_Clear.mp4,Clear,already_exists
04_set1_rally17_ball3_Clear.mp4,Clear,already_exists
04_set1_rally17_ball9_Clear.mp4,Clear,already_exists
04_set1_rally17_ball18_Smash.mp4,Smash,already_exists
04_set1_rally18_ball8_Clear.mp4,Clear,already_exists
04_set1_rally18_ball9_Smash.mp4,Smash,already_exists
04_set1_rally18_ball20_Smash.mp4,Smash,already_exists
04_set1_rally18_ball31_Clear.mp4,Clear,already_exists
04_set1_rally20_ball5_Smash.mp4,Smash,already_exists
04_set1_rally20_ball10_Smash.mp4,Smash,already_exists
04_set1_rally22_ball12_Smash.mp4,Smash,already_exists
04_set1_rally25_ball5_Smash.mp4,Smash,already_exists
04_set1_rally25_ball10_Smash.mp4,Smash,already_exists
04_set1_rally26_ball5_Smash.mp4,Smash,already_exists
04_set1_rally26_ball11_Smash.mp4,Smash,already_exists
04_set1_rally28_ball14_Smash.mp4,Smash,already_exists
04_set1_rally29_ball7_Smash.mp4,Smash,already_exists
04_set1_rally31_ball7_Smash.mp4,Smash,already_exists
04_set1_rally31_ball10_Clear.mp4,Clear,already_exists
04_set1_rally31_ball11_Smash.mp4,Smash,already_exists
04_set1_rally33_ball14_Smash.mp4,Smash,already_exists
04_set1_rally34_ball3_Smash.mp4,Smash,already_exists
04_set1_rally34_ball13_Smash.mp4,Smash,already_exists
04_set1_rally36_ball4_Clear.mp4,Clear,already_exists
04_set1_rally37_ball13_Smash.mp4,Smash,already_exists
04_set1_rally38_ball5_Smash.mp4,Smash,already_exists
