rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,match_name,set_num,stroke_type_english,clip_name
6,5.0,00:05:42,10261.0,5,1,B,2,長球,,,1.0,4.0,854.0,628.0,1.0,5.0,455.0,264.0,,,,,9.0,736.0,635.0,8.0,653.0,309.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally6_ball5_Clear.mp4
6,6.0,00:05:43,10300.0,5,1,A,2,殺球,,,1.0,5.0,455.0,264.0,2.0,5.0,422.0,532.0,,,,,3.0,464.0,257.0,8.0,624.0,549.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally6_ball6_Smash.mp4
6,9.0,00:05:45,10365.0,5,1,B,2,放小球,,,2.0,7.0,662.0,464.0,2.0,7.0,641.0,358.0,,,,,8.0,615.0,481.0,8.0,612.0,310.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally6_ball9_Drop.mp4
7,2.0,00:06:01,10822.0,5,2,B,2,挑球,,,2.0,7.0,540.0,465.0,1.0,3.0,452.0,249.0,,,,,7.0,532.0,473.0,8.0,604.0,305.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally7_ball2_Lift.mp4
7,3.0,00:06:02,10859.0,5,2,A,2,長球,,,1.0,3.0,452.0,249.0,1.0,3.0,437.0,612.0,,,,,3.0,467.0,245.0,8.0,626.0,522.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally7_ball3_Clear.mp4
7,6.0,00:06:05,10941.0,5,2,B,2,挑球,,,2.0,2.0,817.0,452.0,1.0,9.0,519.0,249.0,,,,,7.0,758.0,467.0,8.0,677.0,304.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally7_ball6_Lift.mp4
7,7.0,00:06:06,10983.0,5,2,A,2,長球,,,1.0,9.0,519.0,249.0,1.0,3.0,429.0,616.0,,,,,9.0,550.0,255.0,8.0,651.0,507.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally7_ball7_Clear.mp4
7,8.0,00:06:07,11021.0,5,2,B,2,殺球,,,1.0,3.0,429.0,616.0,2.0,5.0,429.0,299.0,,,,,9.0,484.0,606.0,8.0,578.0,287.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally7_ball8_Smash.mp4
7,12.0,00:06:11,11125.0,5,2,B,2,殺球,,,1.0,9.0,448.0,620.0,2.0,6.0,817.0,294.0,,,,,8.0,520.0,583.0,8.0,608.0,298.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally7_ball12_Smash.mp4
8,7.0,00:06:35,11840.0,6,2,B,2,挑球,,,2.0,7.0,666.0,415.0,1.0,9.0,705.0,248.0,,,,,7.0,638.0,433.0,7.0,628.0,343.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally8_ball7_Lift.mp4
9,4.0,00:06:55,12458.0,6,3,B,2,放小球,,,2.0,7.0,793.0,470.0,2.0,2.0,825.0,347.0,,,,,8.0,740.0,489.0,8.0,602.0,288.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally9_ball4_Drop.mp4
9,6.0,00:06:57,12520.0,6,3,B,2,挑球,,,2.0,2.0,866.0,431.0,1.0,4.0,796.0,257.0,,,,,2.0,826.0,437.0,8.0,729.0,322.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally9_ball6_Lift.mp4
9,7.0,00:06:59,12573.0,6,3,A,2,殺球,,,1.0,4.0,796.0,257.0,2.0,8.0,475.0,525.0,,,,,4.0,790.0,261.0,8.0,646.0,523.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally9_ball7_Smash.mp4
9,9.0,00:07:01,12619.0,6,3,A,2,挑球,,,2.0,1.0,453.0,351.0,1.0,3.0,354.0,611.0,,,,,8.0,515.0,333.0,8.0,557.0,520.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally9_ball9_Lift.mp4
9,12.0,00:07:03,12707.0,6,3,B,2,殺球,,,1.0,3.0,402.0,597.0,2.0,8.0,549.0,290.0,,,,,8.0,478.0,583.0,8.0,545.0,288.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally9_ball12_Smash.mp4
9,14.0,00:07:05,12753.0,6,3,B,2,挑球,,,2.0,6.0,895.0,480.0,1.0,6.0,865.0,268.0,,,,,8.0,800.0,493.0,8.0,671.0,298.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally9_ball14_Lift.mp4
9,15.0,00:07:06,12784.0,6,3,A,2,殺球,,,1.0,6.0,865.0,268.0,2.0,8.0,729.0,544.0,,,,,6.0,788.0,283.0,8.0,759.0,531.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally9_ball15_Smash.mp4
9,17.0,00:07:07,12823.0,6,3,A,2,放小球,,,1.0,7.0,672.0,362.0,2.0,1.0,455.0,442.0,,,,,7.0,743.0,344.0,8.0,745.0,542.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally9_ball17_Drop.mp4
10,2.0,00:07:29,13457.0,6,4,A,2,挑球,,,2.0,7.0,705.0,353.0,1.0,3.0,429.0,608.0,,,,,8.0,713.0,328.0,8.0,648.0,521.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally10_ball2_Lift.mp4
10,7.0,00:07:34,13609.0,6,4,B,2,長球,,,1.0,4.0,871.0,606.0,1.0,3.0,486.0,251.0,,,,,8.0,796.0,589.0,8.0,611.0,298.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally10_ball7_Clear.mp4
10,10.0,00:07:37,13698.0,6,4,A,2,放小球,,,2.0,1.0,411.0,346.0,2.0,1.0,364.0,431.0,,,,,5.0,466.0,338.0,8.0,564.0,514.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally10_ball10_Drop.mp4
10,12.0,00:07:38,13756.0,6,4,A,2,挑球,,,2.0,1.0,379.0,371.0,1.0,3.0,438.0,613.0,,,,,1.0,425.0,366.0,7.0,503.0,457.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally10_ball12_Lift.mp4
10,13.0,00:07:41,13818.0,6,4,B,2,長球,,,1.0,3.0,438.0,613.0,1.0,4.0,838.0,254.0,,,,,9.0,464.0,614.0,8.0,573.0,295.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally10_ball13_Clear.mp4
10,15.0,00:07:43,13879.0,6,4,B,3,殺球,,,1.0,4.0,871.0,608.0,2.0,5.0,416.0,283.0,對手落地致勝,落地致勝,B,,8.0,774.0,568.0,8.0,727.0,272.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally10_ball15_Smash.mp4
11,2.0,00:08:09,14675.0,7,4,A,2,放小球,,,2.0,7.0,592.0,343.0,2.0,7.0,687.0,407.0,,,,,8.0,569.0,336.0,8.0,649.0,491.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally11_ball2_Drop.mp4
11,5.0,00:08:12,14763.0,7,4,B,2,殺球,,,1.0,8.0,485.0,591.0,2.0,8.0,510.0,298.0,,,,,8.0,599.0,576.0,8.0,606.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally11_ball5_Smash.mp4
11,11.0,00:08:18,14929.0,7,4,B,2,挑球,,,2.0,2.0,873.0,455.0,1.0,4.0,793.0,257.0,,,,,2.0,807.0,461.0,8.0,716.0,313.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally11_ball11_Lift.mp4
12,4.0,00:08:38,15529.0,7,5,B,2,放小球,,,2.0,2.0,827.0,432.0,2.0,2.0,797.0,383.0,,,,,2.0,803.0,437.0,7.0,703.0,344.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally12_ball4_Drop.mp4
13,10.0,00:08:58,16151.0,8,5,A,2,放小球,,,2.0,1.0,410.0,350.0,2.0,7.0,586.0,433.0,,,,,5.0,453.0,333.0,8.0,711.0,544.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally13_ball10_Drop.mp4
13,11.0,00:08:59,16178.0,8,5,B,3,放小球,,,2.0,7.0,586.0,433.0,2.0,2.0,458.0,402.0,掛網,對手掛網,A,,7.0,535.0,444.0,8.0,524.0,324.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally13_ball11_Drop.mp4
14,3.0,00:09:17,16723.0,9,5,A,2,長球,,,1.0,9.0,502.0,251.0,1.0,4.0,863.0,598.0,,,,,9.0,548.0,256.0,8.0,634.0,506.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally14_ball3_Clear.mp4
14,6.0,00:09:21,16818.0,9,5,B,2,殺球,,,1.0,3.0,415.0,612.0,2.0,6.0,799.0,299.0,,,,,8.0,494.0,575.0,8.0,557.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally14_ball6_Smash.mp4
14,8.0,00:09:22,16867.0,9,5,B,2,放小球,,,2.0,7.0,711.0,459.0,2.0,7.0,628.0,369.0,,,,,7.0,700.0,473.0,8.0,651.0,296.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally14_ball8_Drop.mp4
14,10.0,00:09:25,16950.0,9,5,B,2,長球,,,1.0,9.0,675.0,615.0,1.0,6.0,795.0,264.0,,,,,9.0,636.0,611.0,8.0,613.0,297.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally14_ball10_Clear.mp4
14,11.0,00:09:26,16983.0,9,5,A,2,殺球,,,1.0,6.0,795.0,264.0,2.0,5.0,433.0,537.0,,,,,8.0,731.0,276.0,8.0,684.0,556.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally14_ball11_Smash.mp4
14,13.0,00:09:28,17031.0,9,5,A,2,放小球,,,2.0,1.0,429.0,356.0,2.0,1.0,392.0,413.0,,,,,1.0,466.0,349.0,5.0,458.0,496.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally14_ball13_Drop.mp4
14,15.0,00:09:31,17127.0,9,5,A,2,殺球,,,1.0,8.0,632.0,265.0,2.0,6.0,848.0,524.0,,,,,8.0,636.0,265.0,8.0,698.0,520.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally14_ball15_Smash.mp4
14,18.0,00:09:34,17206.0,9,5,B,2,挑球,,,2.0,2.0,862.0,445.0,1.0,9.0,765.0,261.0,,,,,2.0,831.0,466.0,8.0,707.0,279.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally14_ball18_Lift.mp4
15,2.0,00:10:00,17990.0,9,6,B,2,放小球,,,2.0,8.0,593.0,481.0,2.0,1.0,451.0,366.0,,,,,8.0,568.0,489.0,8.0,601.0,311.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally15_ball2_Drop.mp4
15,4.0,00:10:02,18042.0,9,6,B,2,殺球,,,1.0,5.0,435.0,581.0,2.0,5.0,423.0,294.0,,,,,8.0,530.0,570.0,8.0,528.0,301.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally15_ball4_Smash.mp4
15,7.0,00:10:04,18103.0,9,6,A,2,長球,,,1.0,5.0,390.0,268.0,1.0,8.0,462.0,582.0,,,,,8.0,537.0,291.0,8.0,488.0,496.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally15_ball7_Clear.mp4
15,8.0,00:10:05,18143.0,9,6,B,2,殺球,,,1.0,8.0,462.0,582.0,2.0,8.0,751.0,302.0,,,,,8.0,467.0,572.0,8.0,522.0,292.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally15_ball8_Smash.mp4
15,11.0,00:10:08,18225.0,9,6,A,3,殺球,,,1.0,3.0,485.0,258.0,2.0,1.0,426.0,392.0,掛網,對手掛網,B,,9.0,521.0,255.0,8.0,676.0,507.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally15_ball11_Smash.mp4
17,2.0,00:10:44,19315.0,10,7,A,2,放小球,,,2.0,7.0,738.0,354.0,2.0,2.0,872.0,452.0,,,,,8.0,721.0,337.0,8.0,668.0,497.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally17_ball2_Drop.mp4
17,3.0,00:10:45,19339.0,10,7,B,2,挑球,,,2.0,2.0,872.0,452.0,1.0,4.0,821.0,256.0,,,,,2.0,816.0,462.0,8.0,703.0,324.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally17_ball3_Lift.mp4
17,4.0,00:10:46,19372.0,10,7,A,2,長球,,,1.0,4.0,821.0,256.0,2.0,4.0,872.0,613.0,,,,,8.0,732.0,275.0,8.0,746.0,513.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally17_ball4_Clear.mp4
17,5.0,00:10:47,19402.0,10,7,B,2,殺球,,,2.0,4.0,872.0,613.0,2.0,6.0,818.0,288.0,,,,,9.0,824.0,612.0,8.0,657.0,275.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally17_ball5_Smash.mp4
17,9.0,00:10:50,19492.0,10,7,B,2,挑球,,,2.0,7.0,751.0,406.0,1.0,9.0,559.0,253.0,,,,,7.0,713.0,437.0,8.0,660.0,336.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally17_ball9_Lift.mp4
17,10.0,00:10:52,19543.0,10,7,A,2,殺球,,,1.0,9.0,559.0,253.0,2.0,5.0,384.0,531.0,,,,,9.0,579.0,259.0,8.0,661.0,512.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally17_ball10_Smash.mp4
18,2.0,00:11:10,20090.0,10,8,B,2,放小球,,,2.0,6.0,878.0,475.0,2.0,2.0,850.0,364.0,,,,,8.0,800.0,476.0,8.0,609.0,302.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally18_ball2_Drop.mp4
18,4.0,00:11:11,20133.0,10,8,B,2,殺球,,,1.0,8.0,595.0,532.0,2.0,8.0,671.0,321.0,,,,,8.0,671.0,523.0,8.0,717.0,332.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally18_ball4_Smash.mp4
19,4.0,00:11:28,20637.0,10,9,A,2,放小球,,,2.0,5.0,448.0,335.0,2.0,1.0,372.0,471.0,,,,,8.0,484.0,330.0,8.0,690.0,550.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally19_ball4_Drop.mp4
20,6.0,00:11:49,21257.0,11,9,A,2,長球,,,1.0,9.0,750.0,261.0,1.0,4.0,895.0,618.0,,,,,9.0,701.0,256.0,8.0,687.0,511.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally20_ball6_Clear.mp4
20,9.0,00:11:52,21353.0,11,9,B,2,挑球,,,2.0,2.0,895.0,457.0,1.0,4.0,787.0,258.0,,,,,2.0,834.0,466.0,8.0,696.0,307.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally20_ball9_Lift.mp4
20,10.0,00:11:53,21386.0,11,9,A,2,長球,,,1.0,4.0,787.0,258.0,1.0,3.0,337.0,598.0,,,,,4.0,774.0,258.0,8.0,741.0,506.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally20_ball10_Clear.mp4
21,4.0,00:13:09,23669.0,11,10,B,2,長球,,,1.0,9.0,824.0,602.0,1.0,3.0,411.0,258.0,,,,,9.0,787.0,600.0,8.0,612.0,295.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally21_ball4_Clear.mp4
21,10.0,00:13:16,23859.0,11,10,B,2,殺球,,,1.0,5.0,407.0,577.0,2.0,5.0,460.0,291.0,,,,,8.0,557.0,560.0,8.0,570.0,292.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally21_ball10_Smash.mp4
21,12.0,00:13:17,23906.0,11,10,B,2,挑球,,,2.0,2.0,847.0,454.0,1.0,4.0,802.0,251.0,,,,,7.0,797.0,466.0,8.0,601.0,284.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally21_ball12_Lift.mp4
22,3.0,00:13:39,24550.0,12,10,B,2,殺球,,,1.0,8.0,466.0,577.0,2.0,5.0,423.0,287.0,,,,,8.0,608.0,557.0,8.0,582.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally22_ball3_Smash.mp4
23,3.0,00:14:13,25592.0,13,10,A,2,放小球,,,2.0,1.0,456.0,349.0,2.0,1.0,418.0,421.0,,,,,7.0,534.0,341.0,8.0,646.0,485.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally23_ball3_Drop.mp4
23,5.0,00:14:16,25665.0,13,10,A,2,長球,,,1.0,3.0,466.0,246.0,1.0,4.0,861.0,608.0,,,,,3.0,486.0,243.0,8.0,601.0,493.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Clear,01_set1_rally23_ball5_Clear.mp4
23,9.0,00:14:20,25777.0,13,10,A,2,挑球,,,2.0,7.0,566.0,375.0,1.0,3.0,399.0,608.0,,,,,7.0,570.0,360.0,7.0,601.0,460.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally23_ball9_Lift.mp4
24,4.0,00:14:39,26345.0,14,10,B,3,挑球,,,1.0,1.0,424.0,455.0,2.0,7.0,520.0,416.0,掛網,對手掛網,A,,1.0,432.0,471.0,8.0,498.0,268.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally24_ball4_Lift.mp4
25,8.0,00:15:00,26988.0,15,10,B,2,挑球,,,2.0,2.0,841.0,417.0,1.0,9.0,586.0,255.0,,,,,2.0,818.0,436.0,8.0,735.0,337.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Lift,01_set1_rally25_ball8_Lift.mp4
