rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,match_name,set_num,stroke_type_english,clip_name
7,8.0,00:06:07,11021.0,5,2,B,2,殺球,,,1.0,3.0,429.0,616.0,2.0,5.0,429.0,299.0,,,,,9.0,484.0,606.0,8.0,578.0,287.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally7_ball8_Smash.mp4
7,12.0,00:06:11,11125.0,5,2,B,2,殺球,,,1.0,9.0,448.0,620.0,2.0,6.0,817.0,294.0,,,,,8.0,520.0,583.0,8.0,608.0,298.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally7_ball12_Smash.mp4
9,4.0,00:06:55,12458.0,6,3,B,2,放小球,,,2.0,7.0,793.0,470.0,2.0,2.0,825.0,347.0,,,,,8.0,740.0,489.0,8.0,602.0,288.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally9_ball4_Drop.mp4
9,7.0,00:06:59,12573.0,6,3,A,2,殺球,,,1.0,4.0,796.0,257.0,2.0,8.0,475.0,525.0,,,,,4.0,790.0,261.0,8.0,646.0,523.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally9_ball7_Smash.mp4
9,12.0,00:07:03,12707.0,6,3,B,2,殺球,,,1.0,3.0,402.0,597.0,2.0,8.0,549.0,290.0,,,,,8.0,478.0,583.0,8.0,545.0,288.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally9_ball12_Smash.mp4
9,15.0,00:07:06,12784.0,6,3,A,2,殺球,,,1.0,6.0,865.0,268.0,2.0,8.0,729.0,544.0,,,,,6.0,788.0,283.0,8.0,759.0,531.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally9_ball15_Smash.mp4
9,17.0,00:07:07,12823.0,6,3,A,2,放小球,,,1.0,7.0,672.0,362.0,2.0,1.0,455.0,442.0,,,,,7.0,743.0,344.0,8.0,745.0,542.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally9_ball17_Drop.mp4
10,10.0,00:07:37,13698.0,6,4,A,2,放小球,,,2.0,1.0,411.0,346.0,2.0,1.0,364.0,431.0,,,,,5.0,466.0,338.0,8.0,564.0,514.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally10_ball10_Drop.mp4
10,15.0,00:07:43,13879.0,6,4,B,3,殺球,,,1.0,4.0,871.0,608.0,2.0,5.0,416.0,283.0,對手落地致勝,落地致勝,B,,8.0,774.0,568.0,8.0,727.0,272.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally10_ball15_Smash.mp4
11,2.0,00:08:09,14675.0,7,4,A,2,放小球,,,2.0,7.0,592.0,343.0,2.0,7.0,687.0,407.0,,,,,8.0,569.0,336.0,8.0,649.0,491.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally11_ball2_Drop.mp4
11,5.0,00:08:12,14763.0,7,4,B,2,殺球,,,1.0,8.0,485.0,591.0,2.0,8.0,510.0,298.0,,,,,8.0,599.0,576.0,8.0,606.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally11_ball5_Smash.mp4
12,4.0,00:08:38,15529.0,7,5,B,2,放小球,,,2.0,2.0,827.0,432.0,2.0,2.0,797.0,383.0,,,,,2.0,803.0,437.0,7.0,703.0,344.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally12_ball4_Drop.mp4
13,10.0,00:08:58,16151.0,8,5,A,2,放小球,,,2.0,1.0,410.0,350.0,2.0,7.0,586.0,433.0,,,,,5.0,453.0,333.0,8.0,711.0,544.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally13_ball10_Drop.mp4
13,11.0,00:08:59,16178.0,8,5,B,3,放小球,,,2.0,7.0,586.0,433.0,2.0,2.0,458.0,402.0,掛網,對手掛網,A,,7.0,535.0,444.0,8.0,524.0,324.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally13_ball11_Drop.mp4
14,6.0,00:09:21,16818.0,9,5,B,2,殺球,,,1.0,3.0,415.0,612.0,2.0,6.0,799.0,299.0,,,,,8.0,494.0,575.0,8.0,557.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally14_ball6_Smash.mp4
14,8.0,00:09:22,16867.0,9,5,B,2,放小球,,,2.0,7.0,711.0,459.0,2.0,7.0,628.0,369.0,,,,,7.0,700.0,473.0,8.0,651.0,296.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally14_ball8_Drop.mp4
14,11.0,00:09:26,16983.0,9,5,A,2,殺球,,,1.0,6.0,795.0,264.0,2.0,5.0,433.0,537.0,,,,,8.0,731.0,276.0,8.0,684.0,556.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally14_ball11_Smash.mp4
14,13.0,00:09:28,17031.0,9,5,A,2,放小球,,,2.0,1.0,429.0,356.0,2.0,1.0,392.0,413.0,,,,,1.0,466.0,349.0,5.0,458.0,496.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally14_ball13_Drop.mp4
14,15.0,00:09:31,17127.0,9,5,A,2,殺球,,,1.0,8.0,632.0,265.0,2.0,6.0,848.0,524.0,,,,,8.0,636.0,265.0,8.0,698.0,520.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally14_ball15_Smash.mp4
15,2.0,00:10:00,17990.0,9,6,B,2,放小球,,,2.0,8.0,593.0,481.0,2.0,1.0,451.0,366.0,,,,,8.0,568.0,489.0,8.0,601.0,311.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally15_ball2_Drop.mp4
15,4.0,00:10:02,18042.0,9,6,B,2,殺球,,,1.0,5.0,435.0,581.0,2.0,5.0,423.0,294.0,,,,,8.0,530.0,570.0,8.0,528.0,301.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally15_ball4_Smash.mp4
15,8.0,00:10:05,18143.0,9,6,B,2,殺球,,,1.0,8.0,462.0,582.0,2.0,8.0,751.0,302.0,,,,,8.0,467.0,572.0,8.0,522.0,292.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally15_ball8_Smash.mp4
15,11.0,00:10:08,18225.0,9,6,A,3,殺球,,,1.0,3.0,485.0,258.0,2.0,1.0,426.0,392.0,掛網,對手掛網,B,,9.0,521.0,255.0,8.0,676.0,507.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally15_ball11_Smash.mp4
17,2.0,00:10:44,19315.0,10,7,A,2,放小球,,,2.0,7.0,738.0,354.0,2.0,2.0,872.0,452.0,,,,,8.0,721.0,337.0,8.0,668.0,497.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally17_ball2_Drop.mp4
17,5.0,00:10:47,19402.0,10,7,B,2,殺球,,,2.0,4.0,872.0,613.0,2.0,6.0,818.0,288.0,,,,,9.0,824.0,612.0,8.0,657.0,275.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally17_ball5_Smash.mp4
17,10.0,00:10:52,19543.0,10,7,A,2,殺球,,,1.0,9.0,559.0,253.0,2.0,5.0,384.0,531.0,,,,,9.0,579.0,259.0,8.0,661.0,512.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally17_ball10_Smash.mp4
18,2.0,00:11:10,20090.0,10,8,B,2,放小球,,,2.0,6.0,878.0,475.0,2.0,2.0,850.0,364.0,,,,,8.0,800.0,476.0,8.0,609.0,302.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally18_ball2_Drop.mp4
18,4.0,00:11:11,20133.0,10,8,B,2,殺球,,,1.0,8.0,595.0,532.0,2.0,8.0,671.0,321.0,,,,,8.0,671.0,523.0,8.0,717.0,332.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally18_ball4_Smash.mp4
19,4.0,00:11:28,20637.0,10,9,A,2,放小球,,,2.0,5.0,448.0,335.0,2.0,1.0,372.0,471.0,,,,,8.0,484.0,330.0,8.0,690.0,550.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally19_ball4_Drop.mp4
21,10.0,00:13:16,23859.0,11,10,B,2,殺球,,,1.0,5.0,407.0,577.0,2.0,5.0,460.0,291.0,,,,,8.0,557.0,560.0,8.0,570.0,292.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally21_ball10_Smash.mp4
22,3.0,00:13:39,24550.0,12,10,B,2,殺球,,,1.0,8.0,466.0,577.0,2.0,5.0,423.0,287.0,,,,,8.0,608.0,557.0,8.0,582.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally22_ball3_Smash.mp4
23,3.0,00:14:13,25592.0,13,10,A,2,放小球,,,2.0,1.0,456.0,349.0,2.0,1.0,418.0,421.0,,,,,7.0,534.0,341.0,8.0,646.0,485.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally23_ball3_Drop.mp4
26,2.0,00:15:25,27732.0,15,11,B,2,放小球,,,2.0,7.0,594.0,467.0,2.0,1.0,456.0,354.0,,,,,8.0,588.0,479.0,8.0,609.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally26_ball2_Drop.mp4
27,6.0,00:15:58,28734.0,16,11,A,3,殺球,,,1.0,9.0,751.0,260.0,2.0,5.0,357.0,536.0,對手落地致勝,落地致勝,A,,8.0,754.0,263.0,8.0,720.0,510.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally27_ball6_Smash.mp4
29,4.0,00:16:33,29767.0,17,12,B,2,殺球,,,1.0,6.0,925.0,589.0,2.0,6.0,857.0,283.0,,,,,6.0,901.0,589.0,8.0,721.0,288.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally29_ball4_Smash.mp4
31,7.0,00:17:30,31476.0,17,14,B,2,放小球,,,2.0,2.0,838.0,464.0,1.0,7.0,650.0,362.0,,,,,8.0,795.0,484.0,8.0,597.0,286.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally31_ball7_Drop.mp4
31,11.0,00:17:32,31545.0,17,14,B,2,放小球,,,2.0,6.0,902.0,475.0,2.0,2.0,873.0,366.0,,,,,6.0,853.0,488.0,8.0,678.0,303.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally31_ball11_Drop.mp4
31,17.0,00:17:38,31736.0,17,14,B,2,放小球,,,2.0,2.0,821.0,434.0,2.0,2.0,861.0,355.0,,,,,7.0,760.0,453.0,8.0,576.0,295.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally31_ball17_Drop.mp4
31,21.0,00:17:43,31862.0,17,14,B,2,殺球,,,1.0,6.0,923.0,576.0,2.0,6.0,833.0,271.0,,,,,8.0,775.0,554.0,8.0,747.0,305.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally31_ball21_Smash.mp4
32,2.0,00:18:11,32706.0,18,14,A,2,放小球,,,2.0,7.0,590.0,350.0,2.0,7.0,681.0,428.0,,,,,8.0,580.0,332.0,8.0,655.0,491.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally32_ball2_Drop.mp4
33,7.0,00:18:36,33464.0,18,15,A,2,殺球,,,1.0,3.0,486.0,255.0,2.0,8.0,605.0,515.0,,,,,9.0,513.0,251.0,8.0,627.0,495.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally33_ball7_Smash.mp4
34,5.0,00:19:04,34286.0,18,16,B,3,殺球,,,1.0,5.0,416.0,555.0,2.0,5.0,396.0,269.0,對手落地致勝,落地致勝,B,,8.0,513.0,548.0,8.0,518.0,290.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally34_ball5_Smash.mp4
35,3.0,00:19:21,34799.0,18,17,B,2,放小球,,,2.0,2.0,838.0,451.0,2.0,2.0,862.0,370.0,,,,,7.0,772.0,462.0,8.0,597.0,300.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally35_ball3_Drop.mp4
36,2.0,00:19:40,35366.0,19,17,A,2,放小球,,,2.0,7.0,670.0,343.0,2.0,7.0,696.0,422.0,,,,,7.0,718.0,344.0,8.0,632.0,520.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally36_ball2_Drop.mp4
36,4.0,00:19:42,35444.0,19,17,A,2,殺球,,,1.0,9.0,501.0,246.0,2.0,5.0,420.0,526.0,,,,,9.0,496.0,249.0,8.0,628.0,502.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally36_ball4_Smash.mp4
36,11.0,00:19:48,35626.0,19,17,B,2,放小球,,,2.0,8.0,695.0,490.0,2.0,1.0,450.0,353.0,,,,,8.0,651.0,517.0,8.0,524.0,264.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally36_ball11_Drop.mp4
36,12.0,00:19:49,35654.0,19,17,A,2,放小球,,,2.0,1.0,450.0,353.0,2.0,1.0,387.0,436.0,,,,,7.0,488.0,340.0,8.0,596.0,497.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally36_ball12_Drop.mp4
38,3.0,00:20:55,37626.0,20,18,B,3,殺球,,,1.0,5.0,422.0,586.0,2.0,15.0,370.0,283.0,出界,對手出界,A,,9.0,451.0,598.0,8.0,542.0,294.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Smash,01_set1_rally38_ball3_Smash.mp4
39,5.0,00:21:14,38209.0,21,18,A,2,放小球,,,2.0,1.0,424.0,365.0,2.0,1.0,409.0,412.0,,,,,1.0,462.0,349.0,8.0,545.0,513.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,1,Drop,01_set1_rally39_ball5_Drop.mp4
1,4.0,00:23:37,42491.0,0,1,B,2,放小球,,,2.0,5.0,474.0,329.0,2.0,1.0,425.0,427.0,,,,,8.0,514.0,318.0,8.0,702.0,538.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally1_ball4_Drop.mp4
3,2.0,00:24:12,43526.0,0,3,A,2,放小球,,,2.0,7.0,699.0,462.0,2.0,7.0,591.0,387.0,,,,,7.0,689.0,461.0,8.0,610.0,303.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally3_ball2_Drop.mp4
3,6.0,00:24:16,43640.0,0,3,A,2,放小球,,,2.0,7.0,776.0,441.0,2.0,2.0,811.0,374.0,,,,,7.0,753.0,459.0,8.0,625.0,308.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally3_ball6_Drop.mp4
3,13.0,00:24:24,43889.0,0,3,B,3,殺球,,,1.0,4.0,826.0,253.0,2.0,6.0,932.0,554.0,對手落地致勝,落地致勝,B,,8.0,723.0,274.0,8.0,730.0,561.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally3_ball13_Smash.mp4
4,4.0,00:24:41,44405.0,0,4,A,2,放小球,,,2.0,8.0,630.0,486.0,2.0,8.0,601.0,333.0,,,,,8.0,616.0,491.0,8.0,613.0,299.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally4_ball4_Drop.mp4
4,5.0,00:24:42,44430.0,0,4,B,2,放小球,,,2.0,8.0,601.0,333.0,2.0,7.0,771.0,447.0,,,,,8.0,612.0,322.0,8.0,626.0,507.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally4_ball5_Drop.mp4
4,16.0,00:24:53,44768.0,0,4,A,2,殺球,,,1.0,4.0,899.0,613.0,2.0,5.0,474.0,300.0,,,,,4.0,857.0,595.0,8.0,634.0,299.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally4_ball16_Smash.mp4
4,25.0,00:25:02,45040.0,0,4,B,2,放小球,,,2.0,7.0,500.0,350.0,2.0,1.0,360.0,425.0,,,,,8.0,521.0,336.0,8.0,720.0,557.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally4_ball25_Drop.mp4
7,3.0,00:26:03,46848.0,2,5,A,2,殺球,,,1.0,8.0,499.0,555.0,2.0,5.0,430.0,298.0,,,,,8.0,515.0,547.0,8.0,542.0,298.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally7_ball3_Smash.mp4
9,2.0,00:26:36,47841.0,3,6,A,2,放小球,,,2.0,8.0,664.0,474.0,2.0,7.0,604.0,357.0,,,,,7.0,688.0,473.0,8.0,605.0,308.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally9_ball2_Drop.mp4
9,13.0,00:26:46,48154.0,3,6,B,3,殺球,,,1.0,4.0,847.0,247.0,2.0,11.0,969.0,527.0,出界,對手出界,A,,8.0,741.0,264.0,8.0,709.0,526.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally9_ball13_Smash.mp4
11,5.0,00:27:21,49199.0,4,7,A,2,放小球,,,2.0,6.0,874.0,486.0,2.0,2.0,817.0,360.0,,,,,8.0,788.0,496.0,8.0,572.0,273.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally11_ball5_Drop.mp4
13,4.0,00:28:09,50639.0,5,8,B,2,殺球,,,1.0,9.0,548.0,257.0,2.0,5.0,412.0,523.0,,,,,8.0,518.0,262.0,8.0,620.0,529.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally13_ball4_Smash.mp4
13,7.0,00:28:12,50718.0,5,8,A,2,殺球,,,1.0,8.0,791.0,589.0,2.0,8.0,642.0,293.0,,,,,8.0,746.0,589.0,8.0,596.0,284.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally13_ball7_Smash.mp4
13,19.0,00:28:22,51032.0,5,8,A,2,放小球,,,2.0,2.0,881.0,454.0,2.0,2.0,872.0,372.0,,,,,2.0,827.0,464.0,8.0,711.0,296.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally13_ball19_Drop.mp4
14,2.0,00:29:26,52933.0,6,8,A,2,放小球,,,2.0,7.0,667.0,463.0,2.0,2.0,826.0,353.0,,,,,7.0,687.0,473.0,8.0,610.0,322.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally14_ball2_Drop.mp4
14,4.0,00:29:28,52992.0,6,8,A,3,殺球,,,1.0,8.0,531.0,584.0,2.0,3.0,396.0,250.0,對手落地致勝,落地致勝,A,,8.0,586.0,567.0,8.0,614.0,312.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally14_ball4_Smash.mp4
15,2.0,00:29:58,53908.0,7,8,B,2,放小球,,,1.0,7.0,559.0,345.0,2.0,7.0,557.0,445.0,,,,,8.0,556.0,337.0,8.0,655.0,501.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally15_ball2_Drop.mp4
15,5.0,00:30:01,54003.0,7,8,A,2,殺球,,,1.0,5.0,443.0,549.0,2.0,8.0,718.0,292.0,,,,,5.0,451.0,548.0,8.0,546.0,269.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally15_ball5_Smash.mp4
15,8.0,00:30:04,54072.0,7,8,B,2,放小球,,,2.0,7.0,514.0,350.0,2.0,1.0,395.0,422.0,,,,,7.0,538.0,342.0,8.0,686.0,511.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally15_ball8_Drop.mp4
16,5.0,00:30:28,54798.0,7,9,A,2,放小球,,,2.0,2.0,879.0,453.0,2.0,2.0,882.0,366.0,,,,,7.0,800.0,472.0,8.0,658.0,283.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Drop,01_set2_rally16_ball5_Drop.mp4
16,7.0,00:30:30,54868.0,7,9,A,2,殺球,,,1.0,4.0,916.0,605.0,2.0,6.0,828.0,275.0,,,,,8.0,815.0,587.0,8.0,656.0,306.0,0,1,NG_Ka_Long_Angus_SHI_Yu_Qi_Thailand_Masters_2020_SemiFinals,2,Smash,01_set2_rally16_ball7_Smash.mp4
